OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,gisacres,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,SHAPE_Length,SHAPE_Area
3162,USFS,,Infrared Image,2018/08/07 00:00:00+00,2018-CAMNF-000874,2018,EEL,CAMEU,2018/08/06 22:50:00+00,800.11572116,,L2BE,,CAMNF,CA,6083,000874,{13D13B58-F216-4FE0-98C9-D5463C4AB12D},N,,0.0878390410922157,0.000340656500175167
3178,USFS,IR heat perimeter,Infrared Image,2014/08/24 00:00:00+00,2014-CAKNF-006017,2014,China,,2014/08/23 23:47:00+00,2.81764831,Happy Camp Complex,,{6787d235-42f9-4973-a979-83d823328d5f},CAKNF,CA,4078,006017,{44A68CF5-3FF9-4114-A315-B1A7939F3372},Y,JB1F,0.00497161059788145,1.23498149954411e-06
3190,USFS,IR heat perimeter,Infrared Image,2015/08/09 00:00:00+00,2015-CASNF-001689,2015,Willow,,2015/08/09 02:48:00+00,5701.34124964,,JZ48,,CASNF,CA,4413,001689,{DB1FAD31-AC6F-490B-B035-7B0AD55BC54B},N,,0.378759043590642,0.00234408716116197
3200,USFS,"WFDSS; GPS ground; No entry in FireCode",GPS-Walked/ Driven,2015/08/03 00:00:00+00,2015-CASHF-002096,2015,Water,,2015/08/02 00:00:00+00,35.9159691,,,,CASHF,CA,,002096,{DF3855DC-02C5-45AB-9B47-5D338E627DB8},N,,0.0257448653155275,1.56607546540824e-05
3225,CDF,,Mixed Methods,2018/08/15 00:00:00+00,2018-CASHU-008470,2018,Hat,CASHU,2018/08/14 20:45:00+00,1769.33550345,,L20Z,,CASHU,CA,6121,008470,{D8492A91-9CA9-44E1-8CA6-C7508125A7B0},N,,0.220289184439404,0.000766320982665779
3244,CDF,FIMT,Unknown,2016/09/19 00:00:00+00,2016-CALMU-004695,2016,WILLARD,CALNF,2016/09/17 21:14:00+00,2573.95522028,,KP55,,CALMU,CA,5024,004695,{0517B37F-F8E9-4260-ABB2-308BC2FA6A8A},N,,0.2948998483799,0.00110459516845801
3258,CDF,WFDSS,Infrared Image,2016/09/06 00:00:00+00,2016-CASLU-008948,2016,CHIMNEY,CASLU,2016/09/04 06:45:00+00,46233.97963302,,KL4A,,CASLU,CA,,008948,{AA6E1B45-641E-4389-BB11-6F822A266A8B},N,,1.11070055489461,0.0186421678568137
3275,State Agency,WFDSS,GPS-Walked/ Driven,2018/09/11 00:00:00+00,2018-CAAEU-025665,2018,SLIGER,CACND,2018/09/06 17:29:59+00,134.91022214,,L4KV,,CAAEU,CA,,025665,{E61AB14D-A2F3-415F-8A77-285943BA6EC8},N,,0.0343188383543412,5.6737654149455e-05
3307,NPS,WFDSS,GPS-Walked/ Driven,2016/12/07 00:00:00+00,2016-CAYNP-000041,2016,Lakes,CAYNP,2016/10/08 00:00:00+00,1000.70850661,,KC3L,,CAYNP,CA,,000041,{B15C512D-B2B0-4DB9-BBB1-7A316B34D1F0},N,,0.16607055186914,0.000413181794638328
3309,CDF,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CASHU-007690,2018,HIGHLAND,CASHU,2018/07/25 00:00:00+00,65.04672328,,L01K,,CASHU,CA,,007690,{A31A9714-A7A1-4F55-8A1A-72C259A8A55E},N,,0.0271107677387473,2.80613314138682e-05
3321,USFS,,Mixed Methods,2018/09/10 00:00:00+00,2018-CASNF-000493,2018,LIONS,CASNF,2018/09/08 14:25:00+00,13461.36212483,,LVC5,,CASNF,CA,5850,000493,{704959E2-6150-4C04-9C43-BCB8B584259E},N,,0.597912384133139,0.00555647112778721
3330,BIA,BLM FPERs Data,GPS-Flight,2016/10/11 00:00:00+00,2016-AZFYA-000767,2016,Alamo,AZFYA,2016/07/27 18:00:00+00,136.39684845,,KGR8,,AZFYA,CA,,000767,{9CA35978-6711-44CD-81E3-A8396D5FD13D},N,,0.0413433325440744,5.30962880791384e-05
3341,USFS,"WFDSS; Drawn/Air + GPS/Air; No entry in FireCode",Mixed Methods,2016/06/17 00:00:00+00,2016-CAINF-000885,2016,ASH,CAINF,2016/06/16 00:00:00+00,109.6931699,,,,CAINF,CA,4789,000885,{FBE73A73-BA04-4C3B-8F83-AB78A0AE1450},N,,0.0337774842918262,4.45945178160009e-05
3376,CDF,FIMT,Unknown,2017/05/22 00:00:00+00,2017-CAMVU-012098,2017,Gate,CAMVU,2017/05/20 22:44:00+00,1912.90514549,,K0U4,,CAMVU,CA,,012098,{3F75F361-41D0-4A16-A4A5-4B789EA7DE8A},N,,0.133474652927609,0.000744063216233004
3403,State Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CANEU-015394,2013,MCGANNEY,,2013/07/08 00:00:00+00,72.70831374,,HP2J,,CANEU,CA,,015394,,N,,0.0314309380341668,3.06834043379272e-05
3412,USFS,IR heat perimeter,Infrared Image,2014/09/24 00:00:00+00,2014-CAINF-001351,2014,June,,2014/09/20 02:58:00+00,45.36806954,,JEQ2,,CAINF,CA,4115,001351,{039A923A-F147-4141-8648-45C8D67A59AE},N,,0.0290143373989224,1.87743389847366e-05
3426,USFS,"WFDSS; GPS air",GPS-Flight,2015/11/02 00:00:00+00,2015-CALPF-003471,2015,Gibraltar,,2015/10/30 09:59:59+00,21.34002261,,J4XB,,CALPF,CA,4647,003471,{4C30A471-AC23-4DEF-999A-B88ED43972CF},N,,0.0121382131760461,8.47462279473511e-06
3435,USFS,NIFC FTP,Image Interpretation,2018/09/17 00:00:00+00,2018-NVHTF-030600,2018,Boot,NVHTF,2018/09/14 00:00:00+00,6972.25205096,,L4KH,,NVHTF,CA,6190,030600,{82A5F5A3-BEBA-4F7D-9A93-921D6C743F57},N,,0.61758222899965,0.00290941080933041
3455,CDF,IR heat perimeter,Infrared Image,2016/06/28 00:00:00+00,2016-CAMVU-014498,2016,Border 3,CAMVU,2016/06/28 00:51:00+00,7606.02612889,,KA68,,CAMVU,CA,,014498,{93B700E2-CFBD-484C-9DEE-8CBE72511E4B},N,,0.507772220959936,0.00295689964855326
3476,AG,FIMT,Unknown,2016/09/28 00:00:00+00,2016-CAAFV-003151,2016,CANYON,CAAFV,2016/09/28 12:17:59+00,12713.62214784,,KQW6,,CAAFV,CA,5038,003151,{922B74DC-46B3-4C9A-BD29-A4778710AB8E},N,,0.419410309277193,0.00505581243325382
3513,USFS,,Mixed Methods,2018/10/26 00:00:00+00,2018-CASHF-001444,2018,DELTA,CASHF,2018/10/20 00:00:00+00,63505.60029224,,L4L8,,CASHF,CA,6191,001444,{A93E1B54-65CD-4C63-BD08-10697F88A250},N,,1.70483652849029,0.027506163301434
3514,USFS,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CALPF-001167,2013,ROCK,,2013/05/04 00:00:00+00,50.99356,,HFQ5,,CALPF,CA,,001167,,N,,0.0334199173658137,2.04185448269112e-05
3533,C&L,,Mixed Methods,2018/09/27 00:00:00+00,2018-CALAC-288255,2018,CHARLIE,CAANF,2018/09/27 02:10:59+00,3350.52749867,,L5A6,,CALAC,CA,6222,288255,{1EDBE08A-0F18-4AB3-BE59-D00EFE8F9DD8},N,,0.251639905098357,0.00133118805887782
3567,USFS,IR heat perimeter,Infrared Image,2015/09/20 00:00:00+00,2015-CASRF-001488,2015,Gasquet Complex,,2015/09/20 01:02:00+00,30361.93201353,Gasquet Complex,J0PQ,{7BB4E4E1-B9DD-4F00-8EF1-B3AC366FEF60},CASRF,CA,4444,001488,{7BB4E4E1-B9DD-4F00-8EF1-B3AC366FEF60},Y,J0PQ,1.90317405468026,0.0132940074552531
3582,State Agency,,,2015/08/03 00:00:00+00,2015-CANEU-017851,2015,Lowell,,2015/08/02 15:11:59+00,2315.62957377,,JZ4U,,CANEU,CA,4421,017851,{A97450F7-4C7E-49A9-A036-D03AC058A08C},N,,0.23379005540032,0.000977319693447992
3592,USFS,WFDSS,GPS-Walked/ Driven,2018/10/30 00:00:00+00,2018-CASQF-002758,2018,Rock,CASQF,2018/10/29 14:39:00+00,1.74100993,,,,CASQF,CA,,002758,{2BCDFD81-B9FB-4C62-8346-923D108B371E},N,,0.00533069125715027,7.1076541233264e-07
3624,USFS,IR heat perimeter,Infrared Image,2013/09/19 00:00:00+00,2013-CAKNF-005561,2013,Boulder,,2013/09/18 22:05:00+00,14785.87615738,Salmon River Complex,,,CAKNF,CA,3575,005561,,Y,HS98,0.718789768241836,0.00643481132874762
3634,USFS,IR heat perimeter,Infrared Image,2015/10/15 00:00:00+00,2015-CASRF-001476,2015,Route Complex,,2015/10/14 21:13:00+00,35700.34638926,Route Complex,J0N7,{36388BE6-16C8-4DB1-8A0F-694429AC7633},CASRF,CA,4447,001476,{36388BE6-16C8-4DB1-8A0F-694429AC7633},Y,J0N7,1.48024148060701,0.0153687156728784
3639,USFS,IR heat perimeter,Infrared Image,2015/10/15 00:00:00+00,2015-CASRF-001512,2015,Buck,,2015/10/14 21:13:00+00,1669.9509354,Route Complex,,{36388BE6-16C8-4DB1-8A0F-694429AC7633},CASRF,CA,4447,001512,{2C881D46-C967-4173-A4C7-86B857BD77AB},Y,J0N7,0.167751402796656,0.000717338913646035
3651,USFS,"Data included in Natchez fire GDB; This small fire eventually merged with Natchez",Mixed Methods,2018/12/18 00:00:00+00,2018-ORRSF-000350,2018,Poker,ORRSF,2018/07/22 00:00:00+00,4.83789174,,,,ORRSF,CA,,000350,{0335D66C-2F68-46F1-A1A8-86EB7BEBA327},N,,0.00524572901035544,2.12681559539263e-06
3692,NPS,WFDSS,GPS-Walked/ Driven,2018/11/17 00:00:00+00,2018-CAYNP-000085,2018,Indian,CAYNP,2018/11/15 00:00:00+00,358.22820989,,L4LP,,CAYNP,CA,,000085,{033EAC6F-6711-4732-A410-3B56982898B8},N,,0.0804954020530226,0.000148324619024572
3695,CDF,,Hand Sketch,2018/12/18 00:00:00+00,2018-CAMVU-011206,2018,PASQUAL,CAMVU,2018/07/29 03:11:59+00,327.58611856,,L1V1,,CAMVU,CA,,011206,{E1D5D10D-DECF-4E7A-9E37-CB1135497104},N,,0.0725681624766512,0.000128021253747893
3700,CDF,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CALMU-003638,2018,3-10,CALNF,2018/07/16 00:00:00+00,58.03151232,,L0JP,,CALMU,CA,,003638,{69B9D486-1757-4D39-B7FB-C6AFBF996DBF},N,,0.0257282122370373,2.51099012999881e-05
3713,USFS,Event Standard Perims,Mixed Methods,2018/08/02 00:00:00+00,2018-CABDF-011390,2018,CRANSTON,CABDF,2018/08/01 21:36:59+00,13330.3802636,,L1KN,,CABDF,CA,6032,011390,{8F312825-9F86-41E6-BB27-DC25AF1A445F},N,,0.889361823321137,0.00524711880090496
3741,State Agency,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CATGU-000649,2018,Dale,CATGU,2018/07/09 00:00:00+00,722.35770744,,,,CATGU,CA,,000649,{D0F3856D-E093-40CB-B242-57236B6AC13A},N,,0.0839757816874898,0.000309740549598239
3760,USFS,WFDSS,Unknown,2013/09/10 00:00:00+00,2013-CASNF-001732,2013,Aspen,,2013/09/09 02:00:00+00,22987.17162499,,HR6W,,CASNF,CA,3552,001732,,N,,0.787957357689721,0.00945495571538364
3784,USFS,IR heat perimeter,Infrared Image,2015/10/15 00:00:00+00,2015-CASHF-002066,2015,River Complex,,2015/10/14 20:39:00+00,77414.16343815,River Complex,J0HR,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},CASHF,CA,4431,002066,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},Y,J0HR,2.28414301559836,0.0334893102289714
3805,USFS,FIMT,,2015/09/09 00:00:00+00,2015-CASRF-001433,2015,Mad River Complex,,2015/09/01 21:52:00+00,37490.25444751,Mad River Complex,J0JC,{F7197F47-AE99-4808-8776-6898B6ED999E},CASRF,CA,4436,001433,{F7197F47-AE99-4808-8776-6898B6ED999E},Y,J0JC,1.51367710471112,0.0160801066337147
3809,USFS,IR heat perimeter,Infrared Image,2015/10/13 00:00:00+00,2015-CASHF-002028,2015,Deer,,2015/10/10 21:48:00+00,8.53520373,Fork Complex,,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},CASHF,CA,4428,002067,{035D2E61-E723-4A0D-A544-7ABD942344D8},Y,J0HS,0.0116523845617754,3.66602420656954e-06
3824,USFS,FIMT,,2015/08/10 00:00:00+00,2015-CASHF-002083,2015,Clark,,2015/08/10 04:37:00+00,673.32233181,South Complex,,{A0137E64-0D0C-4327-9B15-B7F625775E06},CASHF,CA,4442,002083,{CEE3BA5E-9869-4ACA-8970-C37F28A92FCE},Y,J0MZ,0.101660739197588,0.000290350174017528
3876,CDF,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CALMU-003641,2018,3-12,CANOD,2018/07/16 00:00:00+00,10.3663899,,L0JJ,,CALMU,CA,,003641,{9D9F3D0C-0A6C-42D8-910E-2DC65B849D8A},N,,0.0124540415184256,4.48885369326879e-06
3878,CDF,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CALMU-003651,2018,3-16,CANOD,2018/07/25 00:00:00+00,90.310016,,L0H8,,CALMU,CA,,003651,{DBE6EE66-2EC7-4D62-8F9D-357D60260697},N,,0.024755777069238,3.90896580769428e-05
3879,BLM,BLM FPER,GPS-Walked,2019/03/19 00:00:00+00,2018-CACDD-002248,2018,BORDER3,,2018/02/09 00:00:00+00,12.25547968,,LK4D,,CACDD,CA,,002248,{743BED69-40B8-4EE2-A654-5E8CC0576F23},N,,0.0204835737734224,4.76192610292116e-06
3880,BLM,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CACND-001611,2018,IDRIA,CACND,2018/07/14 00:00:00+00,110.16552597,,L0LV,,CACND,CA,,001611,{E81D1C0A-94A6-4BD2-B4E1-E1E4BDC01C0A},N,,0.0369515841522059,4.48763664078084e-05
3885,USFS,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CACDD-012463,2018,LAND,CARRU,2018/08/22 00:00:00+00,25.03008001,,L3YS,,CACDD,CA,,012463,{692C40CB-2637-4FB9-B172-A82C74DBF52A},N,,0.0218772183672108,9.87834526944689e-06
3891,BLM,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CANOD-004138,2018,LIKELY,CALMU,2018/08/07 00:00:00+00,16.192127,,L2RX,,CANOD,CA,,004138,{7D1B744F-88ED-41F8-B76D-F01123695395},N,,0.013166230541872,7.04334242192959e-06
3892,State Agency,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CATGU-009672,2018,Sun,CATGU,2018/10/13 00:00:00+00,3866.88741037,,L5RK,,CATGU,CA,,009672,{C97A6D34-C25A-43A4-A67E-66BFE91443ED},N,,0.250620470980269,0.00165587427599336
3895,BLM,BLM FPER,Unknown,2019/03/19 00:00:00+00,2018-CACDD-012636,2018,WINCHESTER,CARRU,2018/08/27 00:00:00+00,35.33675389,,L36B,,CACDD,CA,,012636,{5344682C-A17D-47F4-8451-766FAA00EA55},N,,0.0173131412775501,1.38959211065131e-05
3920,CDF,BLM FPER,Other,2019/03/18 00:00:00+00,2018-CALNU-013335,2018,CACHE,CALNU,2018/08/27 00:00:00+00,103.53390658,,L34N,,CALNU,CA,,013335,{0E0F651B-E817-482A-ACDB-5834A4ADAA5F},N,,0.0261235826542441,4.35614166734667e-05
3950,BLM,Pulled from EGP REST Service,GPS-Walked,2018/08/06 00:00:00+00,2018-CANOD-003429,2018,HALL,CANOD,2018/08/05 19:40:00+00,0.02708024,,LY3X,,CANOD,CA,,003429,{9173165D-4FAF-4E7F-9397-E927FDE6FA8E},N,,0.000476861888899189,1.15653717107021e-08
3963,CDF,,Infrared Image,2017/07/11 00:00:00+00,2017-CALNU-006262,2017,WINTER,CALNU,2017/07/11 02:03:00+00,2316.00727066,,K4JA,,CALNU,CA,,006262,{7485E457-FDA2-42C0-9B1D-BB414BB6A36D},N,,0.164749822227874,0.000968255420930084
3964,CDF,FIMT,Unknown,2017/07/03 00:00:00+00,2017-CASLU-007101,2017,HILL,CASLU,2017/07/01 00:01:00+00,1645.59062948,,K247,,CASLU,CA,,007101,{6173D340-9000-46A7-AFC1-037AC8D622C7},N,,0.175330197910635,0.000660797550637371
3994,CDF,FGX Event,Unknown,2017/08/02 00:00:00+00,2017-CASLU-007792,2017,STONE,,2017/07/10 00:00:00+00,340.43645387,,K41B,,CASLU,CA,,007792,{563401A1-E681-4DAB-AA15-7C27B848C603},N,,0.0791961192362757,0.000136758372703152
4011,USFS,WFDSS,GPS-Walked/ Driven,2017/08/02 00:00:00+00,2017-CACNF-002387,2017,LOST,CACNF,2017/07/29 17:00:00+00,250.54260456,,K7P6,,CACNF,CA,,002387,{F464CD7B-28FD-453B-A030-AF845F6E261C},N,,0.0714997040798383,9.8207761373835e-05
4017,USFS,WFDSS,,2015/03/13 00:00:00+00,2015-CAMNF-000257,2015,Bowery,,2015/03/09 21:59:59+00,2.64637142,,JJ3F,,CAMNF,CA,,000257,{45C31679-640E-41D7-8A35-E493962B7734},N,,0.00415107207388822,1.12055203997273e-06
4024,USFS,"WFDSS; IR heat perimeter",Infrared Image,2015/08/20 00:00:00+00,2015-CASQF-002313,2015,Cabin,,2015/08/19 08:15:00+00,6944.96979367,,J0FL,,CASQF,CA,4423,002313,{4CE57550-396D-4AF3-8E7D-0059C2A6F6FC},N,,0.505664728226186,0.0028184207958428
4030,CDF,Event Standard Perims,Unknown,2017/09/18 00:00:00+00,2017-CASLU-010107,2017,MARGARITA,CASLU,2017/09/15 00:00:00+00,69.710039,,LBT1,,CASLU,CA,,010107,{C75D4274-0F4C-4BF7-8CFC-2AD4DCA996CA},N,,0.0246441886528728,2.79577823597309e-05
4039,State Agency,IR heat perimeter,Infrared Image,2015/10/20 00:00:00+00,2015-CABEU-004582,2015,Cienega,,2015/10/19 14:10:59+00,669.97347999,,J4FQ,,CABEU,CA,,004582,{86BB0DE2-FF0B-4654-B3D3-A7F7F8A61490},N,,0.107674533105293,0.000273376413082339
4063,USFS,IR heat perimeter,Infrared Image,2015/08/10 00:00:00+00,2015-CALPF-002288,2015,Chorro,,2015/08/06 09:14:59+00,273.81978184,,J0QJ,,CALPF,CA,4441,002288,{4489C9E1-FA22-4507-A263-783AEC56C853},N,,0.0817056409735966,0.000108900729990516
4082,BLM,BLM Nevada State Office AGOL data,Unknown,2017/09/21 00:00:00+00,2017-CANOD-030731,2017,Dry Valley,,2017/09/15 00:00:00+00,51.23398332,,LC2T,,CANOD,CA,,030731,{D2A2044C-98F7-473D-BAA4-695A386F8EC6},N,,0.0331694584495535,2.18609282224054e-05
4083,USFS,IR heat perimeter,Infrared Image,2015/07/06 00:00:00+00,2015-CABDF-007894,2015,Lake,,2015/07/04 19:36:00+00,31284.44147598,,JS38,,CABDF,CA,4302,007894,{CD251B9C-8A86-4C33-BE4B-019E071A6FAA},N,,1.31443912778966,0.0123751944194165
4125,NPS,"WFDSS; GPS air",GPS-Flight,2015/09/10 00:00:00+00,2015-CAKNP-000044,2015,Big Five,,2015/09/08 11:19:59+00,233.714797,,JS3U,,CAKNP,CA,4308,000044,{6048C8D6-5B3E-49F1-9D6C-F0F4DED68D19},N,,0.0591249714674781,9.51076232079014e-05
4128,USFS,IR heat perimeter,Infrared Image,2015/10/13 00:00:00+00,2015-CASNF-001746,2015,Rough,,2015/10/10 19:57:00+00,151546.81264711,,J0R9,,CASNF,CA,4456,001746,{457DB47D-80EC-4812-8C93-C37D912855B3},N,,3.25747112675301,0.0619572405522573
4146,State Agency,IR heat perimeter,Infrared Image,2015/09/28 00:00:00+00,2015-CAAEU-024918,2015,Butte,,2015/09/27 21:48:00+00,70853.5190539,,J3EV,,CAAEU,CA,,024918,{E3B7BF8C-BB32-47DF-B625-41382D4214E4},N,,1.59442018828105,0.0295161708352174
4147,BLM,FIMT,,2015/08/15 00:00:00+00,2015-CANOD-003806,2015,Dodge,,2015/08/14 15:20:59+00,10517.51686883,,J0SD,,CANOD,CA,4445,003806,{1C12212A-65A9-4139-837B-05F6136AAD75},N,,0.709695386916212,0.00455214164297269
4185,USFS,WFDSS,Hand Sketch,2017/06/13 00:00:00+00,2017-CACNF-001090,2017,JAMESON,,2017/06/12 12:00:00+00,56.20982489,,,,CACNF,CA,,001090,{98D3F29F-D0EB-4A90-BCBB-7AA8ED5E7DC7},N,,0.0229427198028632,2.21423118177e-05
4219,Local Agency,From CalFire,Unknown,2014/06/23 00:00:00+00,2013-CAKRN-023633,2013,RANCHO,,2013/07/18 00:00:00+00,712.04600558,,HRN1,,CAKRN,CA,,023633,,N,,0.0791452512273708,0.000284115229399737
4222,BIA,,Infrared Image,2018/09/06 00:00:00+00,2018-CAHIA-000115,2018,MILL CREEK 1,CANCA,2018/09/05 22:49:00+00,3676.68289623,,L3HF,,CAHIA,CA,6161,000115,{5F8BACA0-ADAD-4220-94E5-458640216A43},N,,0.301435153419822,0.00159578163935297
4225,State Agency,IR heat perimeter,Infrared Image,2013/09/13 00:00:00+00,2013-CASCU-005452,2013,Morgan,,2013/09/12 22:30:00+00,3098.45527783,,HY31,,CASCU,CA,,005452,,N,,0.210598157156447,0.00128414638963888
4232,Other,IR heat perimeter,Infrared Image,2014/09/16 00:00:00+00,2014-CAHIA-14-211,2014,Bald Hill 3,,2014/09/15 23:35:59+00,210.17711995,,JD9U,,CAHIA,CA,4107,14-211,{9B66FE76-0C0B-4E85-9F82-0CAD6EA84CF0},N,,0.0621373737505635,9.12155103721969e-05
4245,USFS,"WFDSS; No entry in FireCode",,2015/07/06 00:00:00+00,2015-CASQF-001950,2015,Grey,,2015/07/05 16:56:00+00,19.23489028,,,,CASQF,CA,4362,001950,{EC65259C-5334-46D8-B6DF-80D0E440E029},N,,0.0145221164044667,7.79990134165058e-06
4260,USFS,"WFDSS;Drawn / Air",Hand Sketch,2017/08/21 00:00:00+00,2017-CAPNF-001147,2017,CABIN,CAPNF,2017/08/11 00:00:00+00,0.61111094,,,,CAPNF,CA,,001147,{28BC8562-3116-43E2-83F7-50B57AF2EDF9},N,,0.00289341724532912,2.61321270863934e-07
4261,USFS,WFDSS,GPS-Flight,2017/08/21 00:00:00+00,2017-CAINF-001157,2017,GOODALE,CAINF,2017/07/25 12:59:59+00,0.19625976,,,,CAINF,CA,,001157,{2664A79B-4D1E-4CDC-B5C0-898C3DBC1DE2},N,,0.0011178917813365,8.03759443599049e-08
4269,USFS,WFDSS,Unknown,2014/07/05 00:00:00+00,2014-CASRF-000932,2014,Ammon,,2014/07/04 09:59:59+00,1.57822843,,H6VP,,CASRF,CA,,000932,{7AEFC6C5-BD4E-4AFF-8C78-B1542D4D1A71},N,,0.00335221840205286,6.8213706728434e-07
4271,CDF,WFDSS,Infrared Image,2016/08/16 00:00:00+00,2016-CAFKU-011358,2016,MINERAL,CAFKU,2016/08/16 06:27:59+00,6779.60050673,,KLE5,,CAFKU,CA,,011358,{093651CD-DEF5-4BF9-B724-EE81EFF38F60},N,,0.324087232279505,0.00274730346719317
4284,USFS,WFDSS,GPS-Walked/ Driven,2016/07/25 00:00:00+00,2016-CACNF-002083,2016,FEATHER,CASCA,2016/07/22 12:00:00+00,100.05559109,,KGL3,,CACNF,CA,,002083,{CFE57096-F10C-4B32-A1C0-07FDA716A608},N,,0.0463084046102693,3.90512989083682e-05
4293,USFS,FIMT,Unknown,2017/08/22 00:00:00+00,2017-CAINF-001264,2017,INDIAN,CAINF,2017/08/21 18:00:00+00,2294.24687416,,K8XS,,CAINF,CA,5469,001264,{D10D6A3B-24F3-4A3D-A635-3F9029A1E766},N,,0.211866811788239,0.000930908263513839
4303,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CAKNF-006060,2014,Trail,,2014/09/08 18:59:59+00,1.24297977,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,006060,{5E032675-FE9B-42FC-9177-D054DB038447},Y,H91E,0.00329809430209667,5.42755379663779e-07
4305,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CAKNF-005564,2014,F2_1,,2014/09/08 18:59:59+00,7.19065031,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,005564,,Y,H91E,0.00961539862558123,3.14063838384454e-06
4306,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CAKNF-006061,2014,Jewel,,2014/09/08 18:59:59+00,3.02828145,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,006061,{A73BBB13-D3EA-4CBC-96C6-B1A86BCBBD88},Y,H91E,0.00472474327777586,1.32234372831831e-06
4309,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CAKNF-005564,2014,F2_2,,2014/09/08 18:59:59+00,3.13254089,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,005564,,Y,H91E,0.00557437346563871,1.36810062952456e-06
4327,CDF,,Infrared Image,2016/08/31 00:00:00+00,2016-CARRU-105125,2016,BOGART,CARRU,2016/08/31 02:25:00+00,976.21939016,,KN4C,,CARRU,CA,,105125,{5537B4D8-8F03-4ED4-82DE-7E59FBEA26FA},N,,0.175537680658475,0.000385451564101533
4340,USFS,IR heat perimeter,Infrared Image,2014/09/12 00:00:00+00,2014-CAKNF-006011,2014,Thompson,,2014/09/12 00:10:00+00,16.55260262,Happy Camp Complex,,{6787d235-42f9-4973-a979-83d823328d5f},CAKNF,CA,4078,006011,{41E340CF-FA2D-4ECB-8EF7-84F94ABAD54C},Y,JB1F,0.0135111072670362,7.26633595445774e-06
4347,USFS,"WFDSS; GPS ground",GPS-Walked/ Driven,2012/11/05 00:00:00+00,2012-CASTF-004119,2012,Spur,,2012/11/03 00:00:00+00,19.95430959,,G95Y,,CASTF,CA,,004119,,N,,0.0118804278075779,8.25071903215216e-06
4348,AG,FIMT,Unknown,2016/09/28 00:00:00+00,2016-CAAFV-003193,2016,Washington,CAAFV,2016/09/28 12:17:59+00,225.52216988,,KQ5F,,CAAFV,CA,,003193,{71E1EE7B-5148-487E-A0D4-897B82B645C8},N,,0.109335547438332,8.98288224660937e-05
4377,NPS,WFDSS: GPS ground,GPS-Unknown Travel Method,2015/09/22 00:00:00+00,2015-CAYNP-000087,2015,Cathedral,,2015/09/18 00:00:00+00,40.11868141,,J0NY,,CAYNP,CA,,000087,{A00F67D9-EFAF-47D9-AC5E-9A50E95DEAA4},N,,0.0293517167115322,1.66204871557296e-05
4380,USFS,IR heat perimeter,Infrared Image,2014/08/03 00:00:00+00,2014-CASHF-002404,2014,Poison,,2014/08/03 00:39:00+00,5.31257715,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,002404,{55AF745A-7623-4F19-B81A-9E4E912FAC4A},Y,H91E,0.00677696391440231,2.30709138103396e-06
4381,USFS,FIMT,Unknown,2014/09/09 00:00:00+00,2014-CAKNF-006055,2014,Summit,,2014/09/08 18:59:59+00,0.0669111,July Complex,,{C60F8D84-5F11-4B47-9756-7B44C56BBA8F},CAKNF,CA,4035,006055,{B0579540-B0B5-440D-9013-257F341ED96B},Y,H91E,0.000698716240181707,2.92148980732541e-08
4389,USFS,WFDSS,,2015/08/02 00:00:00+00,2015-CABDF-009583,2015,Scales,,2015/08/02 22:28:59+00,80.93128085,,J0MA,,CABDF,CA,,009583,{521570AE-610D-44D0-9271-FE31E5CDE099},N,,0.0462262367301046,3.20789597681933e-05
